1,0,0,0,0,1,0,0,0,0,1,0,3,0,20,1|
1,0,0,0,0,1,0,0,0,0,1,0,0.620002,0,20,1|
1,0,0,0,0,1,0,0,0,0,1,0,-1.64,0,20,1|
0.417595,0,-0.908635,0,0,1,0,0,0.908635,0,0.417595,0,-1.64,0,20,1|
0.417595,0,-0.908635,0,0,1,0,0,0.908635,0,0.417595,0,-2.41672,0,21.6901,1|
0.417595,0,-0.908635,0,0,1,0,0,0.908635,0,0.417595,0,-4.07038,0,25.2884,1|
-0.246633,0,-0.969111,0,0,1,0,0,0.969111,0,-0.246633,0,-4.07038,0,25.2884,1|
-0.246633,0,-0.969111,0,0,1,0,0,0.969111,0,-0.246633,0,-3.01479,0,29.4363,1|
-0.975551,0,-0.219785,0,0,1,0,0,0.219785,0,-0.975551,0,-0.419826,0,30.021,1|
0.248177,0,-0.96872,0,0,1,0,0,0.96872,0,0.248177,0,0.771753,0,32.2154,1|
